CountryCode,IndicatorCode,Year,value,IndicatorType,IndicatorSubType,Gender
HRV,SL.IND.EMPL.MA.ZS,2000,35.9500007629395,Employment,Industry,Male
HRV,SL.IND.EMPL.MA.ZS,2001,36.7400016784668,Employment,Industry,Male
HRV,SL.IND.EMPL.MA.ZS,2002,37.0999984741211,Employment,Industry,Male
HRV,SL.IND.EMPL.MA.ZS,2003,38.4099998474121,Employment,Industry,Male
HRV,SL.IND.EMPL.MA.ZS,2004,38.689998626709,Employment,Industry,Male
HRV,SL.IND.EMPL.MA.ZS,2005,37.1800003051758,Employment,Industry,Male
HRV,SL.IND.EMPL.MA.ZS,2006,38.8199996948242,Employment,Industry,Male
HRV,SL.IND.EMPL.MA.ZS,2007,40.5099983215332,Employment,Industry,Male
HRV,SL.IND.EMPL.MA.ZS,2008,41.0400009155273,Employment,Industry,Male
HRV,SL.IND.EMPL.MA.ZS,2009,39.4700012207031,Employment,Industry,Male
HRV,SL.IND.EMPL.MA.ZS,2010,38,Employment,Industry,Male
HRV,SL.IND.EMPL.MA.ZS,2011,37.4900016784668,Employment,Industry,Male
HRV,SL.IND.EMPL.MA.ZS,2012,37.1599998474121,Employment,Industry,Male
HRV,SL.IND.EMPL.MA.ZS,2013,38.1100006103516,Employment,Industry,Male
HRV,SL.IND.EMPL.MA.ZS,2014,36.8400001525879,Employment,Industry,Male
HRV,SL.IND.EMPL.MA.ZS,2015,36.7000007629395,Employment,Industry,Male
HRV,SL.IND.EMPL.MA.ZS,2016,37.5299987792969,Employment,Industry,Male
HRV,SL.IND.EMPL.MA.ZS,2017,37.3300018310547,Employment,Industry,Male
HRV,SL.IND.EMPL.MA.ZS,2018,37.8400001525879,Employment,Industry,Male
HRV,SL.IND.EMPL.MA.ZS,2019,37.560001373291,Employment,Industry,Male
HTI,SL.IND.EMPL.MA.ZS,2000,11.7299995422363,Employment,Industry,Male
HTI,SL.IND.EMPL.MA.ZS,2001,11.4099998474121,Employment,Industry,Male
HTI,SL.IND.EMPL.MA.ZS,2002,11.1700000762939,Employment,Industry,Male
HTI,SL.IND.EMPL.MA.ZS,2003,11.039999961853,Employment,Industry,Male
HTI,SL.IND.EMPL.MA.ZS,2004,10.5799999237061,Employment,Industry,Male
HTI,SL.IND.EMPL.MA.ZS,2005,10.5699996948242,Employment,Industry,Male
HTI,SL.IND.EMPL.MA.ZS,2006,11.0500001907349,Employment,Industry,Male
HTI,SL.IND.EMPL.MA.ZS,2007,11.3699998855591,Employment,Industry,Male
HTI,SL.IND.EMPL.MA.ZS,2008,11.1599998474121,Employment,Industry,Male
HTI,SL.IND.EMPL.MA.ZS,2009,10.960000038147,Employment,Industry,Male
HTI,SL.IND.EMPL.MA.ZS,2010,9.77999973297119,Employment,Industry,Male
HTI,SL.IND.EMPL.MA.ZS,2011,10.5100002288818,Employment,Industry,Male
HTI,SL.IND.EMPL.MA.ZS,2012,10.8400001525879,Employment,Industry,Male
HTI,SL.IND.EMPL.MA.ZS,2013,11.0500001907349,Employment,Industry,Male
HTI,SL.IND.EMPL.MA.ZS,2014,11.2600002288818,Employment,Industry,Male
HTI,SL.IND.EMPL.MA.ZS,2015,11.460000038147,Employment,Industry,Male
HTI,SL.IND.EMPL.MA.ZS,2016,11.039999961853,Employment,Industry,Male
HTI,SL.IND.EMPL.MA.ZS,2017,10.6700000762939,Employment,Industry,Male
HTI,SL.IND.EMPL.MA.ZS,2018,10.6599998474121,Employment,Industry,Male
HTI,SL.IND.EMPL.MA.ZS,2019,10.5900001525879,Employment,Industry,Male
HUN,SL.IND.EMPL.MA.ZS,2000,41.1300010681152,Employment,Industry,Male
HUN,SL.IND.EMPL.MA.ZS,2001,41.7099990844727,Employment,Industry,Male
HUN,SL.IND.EMPL.MA.ZS,2002,42.0400009155273,Employment,Industry,Male
HUN,SL.IND.EMPL.MA.ZS,2003,41.7200012207031,Employment,Industry,Male
HUN,SL.IND.EMPL.MA.ZS,2004,41.4799995422363,Employment,Industry,Male
HUN,SL.IND.EMPL.MA.ZS,2005,41.9000015258789,Employment,Industry,Male
HUN,SL.IND.EMPL.MA.ZS,2006,41.8199996948242,Employment,Industry,Male
HUN,SL.IND.EMPL.MA.ZS,2007,41.9500007629395,Employment,Industry,Male
HUN,SL.IND.EMPL.MA.ZS,2008,41.6100006103516,Employment,Industry,Male
HUN,SL.IND.EMPL.MA.ZS,2009,41.1100006103516,Employment,Industry,Male
HUN,SL.IND.EMPL.MA.ZS,2010,40.1699981689453,Employment,Industry,Male
HUN,SL.IND.EMPL.MA.ZS,2011,40.2299995422363,Employment,Industry,Male
HUN,SL.IND.EMPL.MA.ZS,2012,39.0800018310547,Employment,Industry,Male
HUN,SL.IND.EMPL.MA.ZS,2013,39.0900001525879,Employment,Industry,Male
HUN,SL.IND.EMPL.MA.ZS,2014,40.0800018310547,Employment,Industry,Male
HUN,SL.IND.EMPL.MA.ZS,2015,39.9099998474121,Employment,Industry,Male
HUN,SL.IND.EMPL.MA.ZS,2016,39.9199981689453,Employment,Industry,Male
HUN,SL.IND.EMPL.MA.ZS,2017,41.1699981689453,Employment,Industry,Male
HUN,SL.IND.EMPL.MA.ZS,2018,42.7299995422363,Employment,Industry,Male
HUN,SL.IND.EMPL.MA.ZS,2019,42.189998626709,Employment,Industry,Male
IBD,SL.IND.EMPL.MA.ZS,2000,22.370369440147,Employment,Industry,Male
IBD,SL.IND.EMPL.MA.ZS,2001,22.4852209953795,Employment,Industry,Male
IBD,SL.IND.EMPL.MA.ZS,2002,22.407484410645,Employment,Industry,Male
IBD,SL.IND.EMPL.MA.ZS,2003,22.7528464891102,Employment,Industry,Male
IBD,SL.IND.EMPL.MA.ZS,2004,23.4695584533326,Employment,Industry,Male
IBD,SL.IND.EMPL.MA.ZS,2005,24.2768600368607,Employment,Industry,Male
IBD,SL.IND.EMPL.MA.ZS,2006,25.1969109902019,Employment,Industry,Male
IBD,SL.IND.EMPL.MA.ZS,2007,26.2125127208741,Employment,Industry,Male
IBD,SL.IND.EMPL.MA.ZS,2008,26.5680690134763,Employment,Industry,Male
IBD,SL.IND.EMPL.MA.ZS,2009,26.892852461309,Employment,Industry,Male
IBD,SL.IND.EMPL.MA.ZS,2010,27.5472230005124,Employment,Industry,Male
IBD,SL.IND.EMPL.MA.ZS,2011,28.2761309312935,Employment,Industry,Male
IBD,SL.IND.EMPL.MA.ZS,2012,29.014011393626,Employment,Industry,Male
IBD,SL.IND.EMPL.MA.ZS,2013,29.0431273407959,Employment,Industry,Male
IBD,SL.IND.EMPL.MA.ZS,2014,29.2764637837803,Employment,Industry,Male
IBD,SL.IND.EMPL.MA.ZS,2015,29.1425348320156,Employment,Industry,Male
IBD,SL.IND.EMPL.MA.ZS,2016,29.1269839352128,Employment,Industry,Male
IBD,SL.IND.EMPL.MA.ZS,2017,29.0366413942427,Employment,Industry,Male
IBD,SL.IND.EMPL.MA.ZS,2018,29.2356640977537,Employment,Industry,Male
IBD,SL.IND.EMPL.MA.ZS,2019,29.0015533459154,Employment,Industry,Male
IBT,SL.IND.EMPL.MA.ZS,2000,20.7105700496561,Employment,Industry,Male
IBT,SL.IND.EMPL.MA.ZS,2001,20.800377535081,Employment,Industry,Male
IBT,SL.IND.EMPL.MA.ZS,2002,20.7500799370077,Employment,Industry,Male
IBT,SL.IND.EMPL.MA.ZS,2003,21.0567993048894,Employment,Industry,Male
IBT,SL.IND.EMPL.MA.ZS,2004,21.6696943202194,Employment,Industry,Male
IBT,SL.IND.EMPL.MA.ZS,2005,22.3382270135267,Employment,Industry,Male
IBT,SL.IND.EMPL.MA.ZS,2006,23.1274755633224,Employment,Industry,Male
IBT,SL.IND.EMPL.MA.ZS,2007,24.0073892363469,Employment,Industry,Male
IBT,SL.IND.EMPL.MA.ZS,2008,24.2976938535274,Employment,Industry,Male
IBT,SL.IND.EMPL.MA.ZS,2009,24.6142799841859,Employment,Industry,Male
IBT,SL.IND.EMPL.MA.ZS,2010,25.2045836454132,Employment,Industry,Male
IBT,SL.IND.EMPL.MA.ZS,2011,25.8183446818368,Employment,Industry,Male
IBT,SL.IND.EMPL.MA.ZS,2012,26.4742311792303,Employment,Industry,Male
IBT,SL.IND.EMPL.MA.ZS,2013,26.5518476732315,Employment,Industry,Male
IBT,SL.IND.EMPL.MA.ZS,2014,26.7437053815733,Employment,Industry,Male
IBT,SL.IND.EMPL.MA.ZS,2015,26.670850405075,Employment,Industry,Male
IBT,SL.IND.EMPL.MA.ZS,2016,26.6258716218811,Employment,Industry,Male
IBT,SL.IND.EMPL.MA.ZS,2017,26.5189668702732,Employment,Industry,Male
IBT,SL.IND.EMPL.MA.ZS,2018,26.6829923331688,Employment,Industry,Male
IBT,SL.IND.EMPL.MA.ZS,2019,26.4711554333164,Employment,Industry,Male
IDA,SL.IND.EMPL.MA.ZS,2000,13.2335946820193,Employment,Industry,Male
IDA,SL.IND.EMPL.MA.ZS,2001,13.3117374875911,Employment,Industry,Male
IDA,SL.IND.EMPL.MA.ZS,2002,13.4732723723598,Employment,Industry,Male
IDA,SL.IND.EMPL.MA.ZS,2003,13.6930018713942,Employment,Industry,Male
IDA,SL.IND.EMPL.MA.ZS,2004,13.9112292471139,Employment,Industry,Male
IDA,SL.IND.EMPL.MA.ZS,2005,14.0562515957157,Employment,Industry,Male
IDA,SL.IND.EMPL.MA.ZS,2006,14.3644354586619,Employment,Industry,Male
IDA,SL.IND.EMPL.MA.ZS,2007,14.7510233873283,Employment,Industry,Male
IDA,SL.IND.EMPL.MA.ZS,2008,14.8598855311054,Employment,Industry,Male
IDA,SL.IND.EMPL.MA.ZS,2009,15.2752618839631,Employment,Industry,Male
IDA,SL.IND.EMPL.MA.ZS,2010,15.7108758854887,Employment,Industry,Male
IDA,SL.IND.EMPL.MA.ZS,2011,15.9588045413968,Employment,Industry,Male
IDA,SL.IND.EMPL.MA.ZS,2012,16.3584929845675,Employment,Industry,Male
IDA,SL.IND.EMPL.MA.ZS,2013,16.7258871528484,Employment,Industry,Male
IDA,SL.IND.EMPL.MA.ZS,2014,16.8921608534791,Employment,Industry,Male
IDA,SL.IND.EMPL.MA.ZS,2015,17.2067885778323,Employment,Industry,Male
IDA,SL.IND.EMPL.MA.ZS,2016,17.1849076189549,Employment,Industry,Male
IDA,SL.IND.EMPL.MA.ZS,2017,17.1971772979571,Employment,Industry,Male
IDA,SL.IND.EMPL.MA.ZS,2018,17.4055193470341,Employment,Industry,Male
IDA,SL.IND.EMPL.MA.ZS,2019,17.4568824189641,Employment,Industry,Male
IDB,SL.IND.EMPL.MA.ZS,2000,18.1027675850513,Employment,Industry,Male
IDB,SL.IND.EMPL.MA.ZS,2001,17.9124585118488,Employment,Industry,Male
IDB,SL.IND.EMPL.MA.ZS,2002,17.7706400046633,Employment,Industry,Male
IDB,SL.IND.EMPL.MA.ZS,2003,17.7624817660044,Employment,Industry,Male
IDB,SL.IND.EMPL.MA.ZS,2004,17.6795226159183,Employment,Industry,Male
IDB,SL.IND.EMPL.MA.ZS,2005,17.3436395268961,Employment,Industry,Male
IDB,SL.IND.EMPL.MA.ZS,2006,17.4555023145168,Employment,Industry,Male
IDB,SL.IND.EMPL.MA.ZS,2007,17.7289305052451,Employment,Industry,Male
IDB,SL.IND.EMPL.MA.ZS,2008,17.2504070965624,Employment,Industry,Male
IDB,SL.IND.EMPL.MA.ZS,2009,17.7554705718975,Employment,Industry,Male
IDB,SL.IND.EMPL.MA.ZS,2010,18.2222044321766,Employment,Industry,Male
IDB,SL.IND.EMPL.MA.ZS,2011,18.4826298764732,Employment,Industry,Male
IDB,SL.IND.EMPL.MA.ZS,2012,19.1709641504602,Employment,Industry,Male
IDB,SL.IND.EMPL.MA.ZS,2013,19.8877019321583,Employment,Industry,Male
IDB,SL.IND.EMPL.MA.ZS,2014,19.7151765649213,Employment,Industry,Male
IDB,SL.IND.EMPL.MA.ZS,2015,20.2505730136904,Employment,Industry,Male
IDB,SL.IND.EMPL.MA.ZS,2016,20.1193699501796,Employment,Industry,Male
IDB,SL.IND.EMPL.MA.ZS,2017,20.2893840883829,Employment,Industry,Male
IDB,SL.IND.EMPL.MA.ZS,2018,20.4134669534998,Employment,Industry,Male
IDB,SL.IND.EMPL.MA.ZS,2019,20.3289016827295,Employment,Industry,Male
IDN,SL.IND.EMPL.MA.ZS,2000,18.9500007629395,Employment,Industry,Male
IDN,SL.IND.EMPL.MA.ZS,2001,20.2600002288818,Employment,Industry,Male
IDN,SL.IND.EMPL.MA.ZS,2002,20.4300003051758,Employment,Industry,Male
IDN,SL.IND.EMPL.MA.ZS,2003,19.1299991607666,Employment,Industry,Male
IDN,SL.IND.EMPL.MA.ZS,2004,20.0699996948242,Employment,Industry,Male
IDN,SL.IND.EMPL.MA.ZS,2005,20.2900009155273,Employment,Industry,Male
IDN,SL.IND.EMPL.MA.ZS,2006,20.3299999237061,Employment,Industry,Male
IDN,SL.IND.EMPL.MA.ZS,2007,21.0100002288818,Employment,Industry,Male
IDN,SL.IND.EMPL.MA.ZS,2008,20.75,Employment,Industry,Male
IDN,SL.IND.EMPL.MA.ZS,2009,20.6399993896484,Employment,Industry,Male
IDN,SL.IND.EMPL.MA.ZS,2010,20.9099998474121,Employment,Industry,Male
IDN,SL.IND.EMPL.MA.ZS,2011,22.9899997711182,Employment,Industry,Male
IDN,SL.IND.EMPL.MA.ZS,2012,24.3099994659424,Employment,Industry,Male
IDN,SL.IND.EMPL.MA.ZS,2013,24.1399993896484,Employment,Industry,Male
IDN,SL.IND.EMPL.MA.ZS,2014,25.0499992370605,Employment,Industry,Male
IDN,SL.IND.EMPL.MA.ZS,2015,25.8999996185303,Employment,Industry,Male
IDN,SL.IND.EMPL.MA.ZS,2016,25.3099994659424,Employment,Industry,Male
IDN,SL.IND.EMPL.MA.ZS,2017,25.4300003051758,Employment,Industry,Male
IDN,SL.IND.EMPL.MA.ZS,2018,25.7299995422363,Employment,Industry,Male
IDN,SL.IND.EMPL.MA.ZS,2019,26.0699996948242,Employment,Industry,Male
IDX,SL.IND.EMPL.MA.ZS,2000,10.8896408680768,Employment,Industry,Male
IDX,SL.IND.EMPL.MA.ZS,2001,11.0957600779614,Employment,Industry,Male
IDX,SL.IND.EMPL.MA.ZS,2002,11.4020912955847,Employment,Industry,Male
IDX,SL.IND.EMPL.MA.ZS,2003,11.7265436862074,Employment,Industry,Male
IDX,SL.IND.EMPL.MA.ZS,2004,12.0889145996713,Employment,Industry,Male
IDX,SL.IND.EMPL.MA.ZS,2005,12.4765939444445,Employment,Industry,Male
IDX,SL.IND.EMPL.MA.ZS,2006,12.8838639139193,Employment,Industry,Male
IDX,SL.IND.EMPL.MA.ZS,2007,13.3135280262788,Employment,Industry,Male
IDX,SL.IND.EMPL.MA.ZS,2008,13.7001489887864,Employment,Industry,Male
IDX,SL.IND.EMPL.MA.ZS,2009,14.0653068372886,Employment,Industry,Male
IDX,SL.IND.EMPL.MA.ZS,2010,14.4819639663965,Employment,Industry,Male
IDX,SL.IND.EMPL.MA.ZS,2011,14.7184650639287,Employment,Industry,Male
IDX,SL.IND.EMPL.MA.ZS,2012,14.9830908195557,Employment,Industry,Male
IDX,SL.IND.EMPL.MA.ZS,2013,15.1927253134288,Employment,Industry,Male
IDX,SL.IND.EMPL.MA.ZS,2014,15.5146784781548,Employment,Industry,Male
IDX,SL.IND.EMPL.MA.ZS,2015,15.7164607820292,Employment,Industry,Male
IDX,SL.IND.EMPL.MA.ZS,2016,15.7581206125371,Employment,Industry,Male
IDX,SL.IND.EMPL.MA.ZS,2017,15.6927210003256,Employment,Industry,Male
IDX,SL.IND.EMPL.MA.ZS,2018,15.9365398601102,Employment,Industry,Male
IDX,SL.IND.EMPL.MA.ZS,2019,16.0478740043269,Employment,Industry,Male
IMN,SL.IND.EMPL.MA.ZS,2000,NA,Employment,Industry,Male
IMN,SL.IND.EMPL.MA.ZS,2001,NA,Employment,Industry,Male
IMN,SL.IND.EMPL.MA.ZS,2002,NA,Employment,Industry,Male
IMN,SL.IND.EMPL.MA.ZS,2003,NA,Employment,Industry,Male
IMN,SL.IND.EMPL.MA.ZS,2004,NA,Employment,Industry,Male
IMN,SL.IND.EMPL.MA.ZS,2005,NA,Employment,Industry,Male
IMN,SL.IND.EMPL.MA.ZS,2006,NA,Employment,Industry,Male
IMN,SL.IND.EMPL.MA.ZS,2007,NA,Employment,Industry,Male
IMN,SL.IND.EMPL.MA.ZS,2008,NA,Employment,Industry,Male
IMN,SL.IND.EMPL.MA.ZS,2009,NA,Employment,Industry,Male
IMN,SL.IND.EMPL.MA.ZS,2010,NA,Employment,Industry,Male
IMN,SL.IND.EMPL.MA.ZS,2011,NA,Employment,Industry,Male
IMN,SL.IND.EMPL.MA.ZS,2012,NA,Employment,Industry,Male
IMN,SL.IND.EMPL.MA.ZS,2013,NA,Employment,Industry,Male
IMN,SL.IND.EMPL.MA.ZS,2014,NA,Employment,Industry,Male
IMN,SL.IND.EMPL.MA.ZS,2015,NA,Employment,Industry,Male
IMN,SL.IND.EMPL.MA.ZS,2016,NA,Employment,Industry,Male
IMN,SL.IND.EMPL.MA.ZS,2017,NA,Employment,Industry,Male
IMN,SL.IND.EMPL.MA.ZS,2018,NA,Employment,Industry,Male
IMN,SL.IND.EMPL.MA.ZS,2019,NA,Employment,Industry,Male
IND,SL.IND.EMPL.MA.ZS,2000,17.9300003051758,Employment,Industry,Male
IND,SL.IND.EMPL.MA.ZS,2001,18.2600002288818,Employment,Industry,Male
IND,SL.IND.EMPL.MA.ZS,2002,18.5599994659424,Employment,Industry,Male
IND,SL.IND.EMPL.MA.ZS,2003,19.1900005340576,Employment,Industry,Male
IND,SL.IND.EMPL.MA.ZS,2004,20.0599994659424,Employment,Industry,Male
IND,SL.IND.EMPL.MA.ZS,2005,20.6599998474121,Employment,Industry,Male
IND,SL.IND.EMPL.MA.ZS,2006,21.2999992370605,Employment,Industry,Male
IND,SL.IND.EMPL.MA.ZS,2007,22.0200004577637,Employment,Industry,Male
IND,SL.IND.EMPL.MA.ZS,2008,22.2999992370605,Employment,Industry,Male
IND,SL.IND.EMPL.MA.ZS,2009,22.9699993133545,Employment,Industry,Male
IND,SL.IND.EMPL.MA.ZS,2010,23.6800003051758,Employment,Industry,Male
IND,SL.IND.EMPL.MA.ZS,2011,24.7900009155273,Employment,Industry,Male
IND,SL.IND.EMPL.MA.ZS,2012,25.8600006103516,Employment,Industry,Male
IND,SL.IND.EMPL.MA.ZS,2013,25.9400005340576,Employment,Industry,Male
IND,SL.IND.EMPL.MA.ZS,2014,26.1000003814697,Employment,Industry,Male
IND,SL.IND.EMPL.MA.ZS,2015,26.25,Employment,Industry,Male
IND,SL.IND.EMPL.MA.ZS,2016,26.5300006866455,Employment,Industry,Male
IND,SL.IND.EMPL.MA.ZS,2017,26.7299995422363,Employment,Industry,Male
IND,SL.IND.EMPL.MA.ZS,2018,26.8899993896484,Employment,Industry,Male
IND,SL.IND.EMPL.MA.ZS,2019,27.0699996948242,Employment,Industry,Male
IRL,SL.IND.EMPL.MA.ZS,2000,37.4799995422363,Employment,Industry,Male
IRL,SL.IND.EMPL.MA.ZS,2001,38.75,Employment,Industry,Male
IRL,SL.IND.EMPL.MA.ZS,2002,37.7400016784668,Employment,Industry,Male
IRL,SL.IND.EMPL.MA.ZS,2003,38.310001373291,Employment,Industry,Male
IRL,SL.IND.EMPL.MA.ZS,2004,37.9500007629395,Employment,Industry,Male
IRL,SL.IND.EMPL.MA.ZS,2005,39.1699981689453,Employment,Industry,Male
IRL,SL.IND.EMPL.MA.ZS,2006,39.9000015258789,Employment,Industry,Male
IRL,SL.IND.EMPL.MA.ZS,2007,37.3300018310547,Employment,Industry,Male
IRL,SL.IND.EMPL.MA.ZS,2008,33.939998626709,Employment,Industry,Male
IRL,SL.IND.EMPL.MA.ZS,2009,28.8600006103516,Employment,Industry,Male
IRL,SL.IND.EMPL.MA.ZS,2010,26.2700004577637,Employment,Industry,Male
IRL,SL.IND.EMPL.MA.ZS,2011,25.1200008392334,Employment,Industry,Male
IRL,SL.IND.EMPL.MA.ZS,2012,24.1700000762939,Employment,Industry,Male
IRL,SL.IND.EMPL.MA.ZS,2013,24.4799995422363,Employment,Industry,Male
IRL,SL.IND.EMPL.MA.ZS,2014,24.7999992370605,Employment,Industry,Male
IRL,SL.IND.EMPL.MA.ZS,2015,26.1800003051758,Employment,Industry,Male
IRL,SL.IND.EMPL.MA.ZS,2016,26.6800003051758,Employment,Industry,Male
IRL,SL.IND.EMPL.MA.ZS,2017,27.4099998474121,Employment,Industry,Male
IRL,SL.IND.EMPL.MA.ZS,2018,27.5499992370605,Employment,Industry,Male
IRL,SL.IND.EMPL.MA.ZS,2019,27.2199993133545,Employment,Industry,Male
IRN,SL.IND.EMPL.MA.ZS,2000,29.5799999237061,Employment,Industry,Male
IRN,SL.IND.EMPL.MA.ZS,2001,29.6800003051758,Employment,Industry,Male
IRN,SL.IND.EMPL.MA.ZS,2002,30.2600002288818,Employment,Industry,Male
IRN,SL.IND.EMPL.MA.ZS,2003,30.75,Employment,Industry,Male
IRN,SL.IND.EMPL.MA.ZS,2004,30.7900009155273,Employment,Industry,Male
IRN,SL.IND.EMPL.MA.ZS,2005,30.8299999237061,Employment,Industry,Male
IRN,SL.IND.EMPL.MA.ZS,2006,31.6900005340576,Employment,Industry,Male
IRN,SL.IND.EMPL.MA.ZS,2007,32.7099990844727,Employment,Industry,Male
IRN,SL.IND.EMPL.MA.ZS,2008,33.2400016784668,Employment,Industry,Male
IRN,SL.IND.EMPL.MA.ZS,2009,33.1199989318848,Employment,Industry,Male
IRN,SL.IND.EMPL.MA.ZS,2010,33.7700004577637,Employment,Industry,Male
IRN,SL.IND.EMPL.MA.ZS,2011,34.7000007629395,Employment,Industry,Male
IRN,SL.IND.EMPL.MA.ZS,2012,34.7999992370605,Employment,Industry,Male
IRN,SL.IND.EMPL.MA.ZS,2013,34.8499984741211,Employment,Industry,Male
IRN,SL.IND.EMPL.MA.ZS,2014,35.3400001525879,Employment,Industry,Male
IRN,SL.IND.EMPL.MA.ZS,2015,34.1399993896484,Employment,Industry,Male
IRN,SL.IND.EMPL.MA.ZS,2016,33.25,Employment,Industry,Male
IRN,SL.IND.EMPL.MA.ZS,2017,33.4700012207031,Employment,Industry,Male
IRN,SL.IND.EMPL.MA.ZS,2018,33.1699981689453,Employment,Industry,Male
IRN,SL.IND.EMPL.MA.ZS,2019,32.4199981689453,Employment,Industry,Male
IRQ,SL.IND.EMPL.MA.ZS,2000,21.0100002288818,Employment,Industry,Male
IRQ,SL.IND.EMPL.MA.ZS,2001,20.7900009155273,Employment,Industry,Male
IRQ,SL.IND.EMPL.MA.ZS,2002,19.8299999237061,Employment,Industry,Male
IRQ,SL.IND.EMPL.MA.ZS,2003,20.0499992370605,Employment,Industry,Male
IRQ,SL.IND.EMPL.MA.ZS,2004,19.2299995422363,Employment,Industry,Male
IRQ,SL.IND.EMPL.MA.ZS,2005,20.1100006103516,Employment,Industry,Male
IRQ,SL.IND.EMPL.MA.ZS,2006,21.0900001525879,Employment,Industry,Male
IRQ,SL.IND.EMPL.MA.ZS,2007,21.0100002288818,Employment,Industry,Male
IRQ,SL.IND.EMPL.MA.ZS,2008,21.7299995422363,Employment,Industry,Male
IRQ,SL.IND.EMPL.MA.ZS,2009,21.4300003051758,Employment,Industry,Male
IRQ,SL.IND.EMPL.MA.ZS,2010,22.3899993896484,Employment,Industry,Male
IRQ,SL.IND.EMPL.MA.ZS,2011,22.8099994659424,Employment,Industry,Male
IRQ,SL.IND.EMPL.MA.ZS,2012,24.0599994659424,Employment,Industry,Male
IRQ,SL.IND.EMPL.MA.ZS,2013,24.3400001525879,Employment,Industry,Male
IRQ,SL.IND.EMPL.MA.ZS,2014,24.3999996185303,Employment,Industry,Male
IRQ,SL.IND.EMPL.MA.ZS,2015,23.6900005340576,Employment,Industry,Male
IRQ,SL.IND.EMPL.MA.ZS,2016,24.7399997711182,Employment,Industry,Male
IRQ,SL.IND.EMPL.MA.ZS,2017,24,Employment,Industry,Male
IRQ,SL.IND.EMPL.MA.ZS,2018,23.5900001525879,Employment,Industry,Male
IRQ,SL.IND.EMPL.MA.ZS,2019,23.75,Employment,Industry,Male
ISL,SL.IND.EMPL.MA.ZS,2000,32.560001373291,Employment,Industry,Male
ISL,SL.IND.EMPL.MA.ZS,2001,33.3400001525879,Employment,Industry,Male
ISL,SL.IND.EMPL.MA.ZS,2002,32.8800010681152,Employment,Industry,Male
ISL,SL.IND.EMPL.MA.ZS,2003,30.6100006103516,Employment,Industry,Male
ISL,SL.IND.EMPL.MA.ZS,2004,33.4300003051758,Employment,Industry,Male
ISL,SL.IND.EMPL.MA.ZS,2005,31.3899993896484,Employment,Industry,Male
ISL,SL.IND.EMPL.MA.ZS,2006,32.060001373291,Employment,Industry,Male
ISL,SL.IND.EMPL.MA.ZS,2007,31.6100006103516,Employment,Industry,Male
ISL,SL.IND.EMPL.MA.ZS,2008,33.5900001525879,Employment,Industry,Male
ISL,SL.IND.EMPL.MA.ZS,2009,29.1900005340576,Employment,Industry,Male
ISL,SL.IND.EMPL.MA.ZS,2010,28.0499992370605,Employment,Industry,Male
ISL,SL.IND.EMPL.MA.ZS,2011,28.1200008392334,Employment,Industry,Male
ISL,SL.IND.EMPL.MA.ZS,2012,28.0699996948242,Employment,Industry,Male
ISL,SL.IND.EMPL.MA.ZS,2013,28.5100002288818,Employment,Industry,Male
ISL,SL.IND.EMPL.MA.ZS,2014,27.8400001525879,Employment,Industry,Male
ISL,SL.IND.EMPL.MA.ZS,2015,27.7199993133545,Employment,Industry,Male
ISL,SL.IND.EMPL.MA.ZS,2016,26.8099994659424,Employment,Industry,Male
ISL,SL.IND.EMPL.MA.ZS,2017,26.8999996185303,Employment,Industry,Male
ISL,SL.IND.EMPL.MA.ZS,2018,25.0400009155273,Employment,Industry,Male
ISL,SL.IND.EMPL.MA.ZS,2019,26.6100006103516,Employment,Industry,Male
ISR,SL.IND.EMPL.MA.ZS,2000,30.3899993896484,Employment,Industry,Male
ISR,SL.IND.EMPL.MA.ZS,2001,29.5900001525879,Employment,Industry,Male
ISR,SL.IND.EMPL.MA.ZS,2002,28.9699993133545,Employment,Industry,Male
ISR,SL.IND.EMPL.MA.ZS,2003,28.5200004577637,Employment,Industry,Male
ISR,SL.IND.EMPL.MA.ZS,2004,28.0799999237061,Employment,Industry,Male
ISR,SL.IND.EMPL.MA.ZS,2005,27.7700004577637,Employment,Industry,Male
ISR,SL.IND.EMPL.MA.ZS,2006,27.5100002288818,Employment,Industry,Male
ISR,SL.IND.EMPL.MA.ZS,2007,27.2700004577637,Employment,Industry,Male
ISR,SL.IND.EMPL.MA.ZS,2008,26.9099998474121,Employment,Industry,Male
ISR,SL.IND.EMPL.MA.ZS,2009,26.6000003814697,Employment,Industry,Male
ISR,SL.IND.EMPL.MA.ZS,2010,26.3899993896484,Employment,Industry,Male
ISR,SL.IND.EMPL.MA.ZS,2011,26.1100006103516,Employment,Industry,Male
ISR,SL.IND.EMPL.MA.ZS,2012,25.7700004577637,Employment,Industry,Male
ISR,SL.IND.EMPL.MA.ZS,2013,25.9400005340576,Employment,Industry,Male
ISR,SL.IND.EMPL.MA.ZS,2014,26.1900005340576,Employment,Industry,Male
ISR,SL.IND.EMPL.MA.ZS,2015,26.0499992370605,Employment,Industry,Male
ISR,SL.IND.EMPL.MA.ZS,2016,25.7099990844727,Employment,Industry,Male
ISR,SL.IND.EMPL.MA.ZS,2017,25.5499992370605,Employment,Industry,Male
ISR,SL.IND.EMPL.MA.ZS,2018,25.6100006103516,Employment,Industry,Male
ISR,SL.IND.EMPL.MA.ZS,2019,25.5799999237061,Employment,Industry,Male
